lead_id,lead_date,mapped_dealer_id,lead_type,stage,estimated_value,competitor_seen,note
ASPLEAD0001000,04-Feb-26,ASPDLR000655,Waterproofing,won,2852468.15,Local,contractor controls decision
ASPLEAD0001001,2024-05-04,ASPDLR000089,Apartment repaint,won,2530972.57,JSW,contractor controls decision
ASPLEAD0001002,2026-01-27,ASPDLR000023,Beautiful Homes,quoted,2162541.44,Local,contractor controls decision
ASPLEAD0001003,2025-06-15,ASPDLR000136,Waterproofing,stalled,660962.30,None,contractor controls decision
ASPLEAD0001004,2026-01-28,ASPDLR000374,Builder project,quoted,1458485.66,Nerolac,contractor controls decision
ASPLEAD0001005,2024-08-08,ASPDLR000938,Commercial,quoted,1166100.03,unknown,contractor controls decision
ASPLEAD0001006,2026-02-27,ASPDLR000535,Villa,lost,2889238.97,Local,contractor controls decision
ASPLEAD0001007,2024-10-23,ASPDLR000332,Commercial,lost,278909.34,None,contractor controls decision
ASPLEAD0001008,2024-08-03,ASPDLR000396,Villa,lost,1248315.12,JSW,dealer asked extra margin
ASPLEAD0001009,09/06/2024,ASPDLR000333,Apartment repaint,won,1596893.56,Berger,
ASPLEAD0001010,02/04/2024,ASPDLR000273,Builder project,site visit,319740.73,Berger,contractor controls decision
ASPLEAD0001011,2026-03-17,ASPDLR000313,Beautiful Homes,new,1307979.27,Nerolac,contractor controls decision
ASPLEAD0001012,2026-03-22,ASPDLR000251,Villa,lost,2259491.40,JSW,dealer asked extra margin
ASPLEAD0001013,30/12/2024,ASPDLR000652,Commercial,stalled,2531544.88,Indigo,dealer asked extra margin
ASPLEAD0001014,2025-04-14,ASPDLR000925,Builder project,site visit,2826918.00,unknown,payment risk
ASPLEAD0001015,2025-08-19,ASPDLR000190,Apartment repaint,lost,212790.67,unknown,contractor controls decision
ASPLEAD0001016,2026-02-09,ASPDLR000739,Waterproofing,quoted,430011.27,None,
ASPLEAD0001017,2025-03-30,ASPDLR000148,Commercial,quoted,89954.71,unknown,contractor controls decision
ASPLEAD0001018,2024-07-05,ASPDLR000103,Waterproofing,new,386975.47,unknown,
ASPLEAD0001019,2024-05-22,ASPDLR000045,Villa,won,2064581.13,Indigo,contractor controls decision
ASPLEAD0001020,15/05/2024,ASPDLR000931,Builder project,won,103378.01,Nerolac,contractor controls decision
ASPLEAD0001021,2024-04-08,ASPDLR000367,Commercial,stalled,655013.01,unknown,
ASPLEAD0001022,2025-08-30,ASPDLR000744,Villa,won,1767430.61,Local,
ASPLEAD0001023,2025-11-25,ASPDLR000392,Apartment repaint,won,2125670.49,Indigo,
ASPLEAD0001024,2025-09-17,ASPDLR000285,Villa,quoted,214278.19,Nerolac,dealer asked extra margin
ASPLEAD0001025,2025-10-13,ASPDLR000927,Apartment repaint,new,2438566.51,JSW,contractor controls decision
ASPLEAD0001026,07-May-24,ASPDLR000938,Builder project,lost,2137993.13,JSW,
ASPLEAD0001027,2025-10-30,ASPDLR000128,Builder project,stalled,1341657.55,Indigo,payment risk
ASPLEAD0001028,2025-07-31,ASPDLR000208,Builder project,stalled,162652.76,unknown,contractor controls decision
ASPLEAD0001029,2024-07-05,ASPDLR000657,Builder project,quoted,1870536.78,JSW,
ASPLEAD0001030,2025-03-29,ASPDLR000811,Builder project,won,2762555.01,None,price high
ASPLEAD0001031,2026-03-13,ASPDLR000999,Villa,quoted,1529365.90,None,price high
ASPLEAD0001032,2024-09-25,ASPDLR000285,Villa,site visit,2390910.33,Indigo,dealer asked extra margin
ASPLEAD0001033,2025-04-08,ASPDLR000367,Commercial,site visit,2750128.81,None,contractor controls decision
ASPLEAD0001034,2024-09-24,ASPDLR000264,Waterproofing,site visit,1544791.65,Berger,contractor controls decision
ASPLEAD0001035,11-Nov-24,ASPDLR000106,Villa,new,1228389.43,Indigo,dealer asked extra margin
ASPLEAD0001036,2024-06-22,ASPDLR000368,Apartment repaint,quoted,1570850.78,Berger,contractor controls decision
ASPLEAD0001037,2025-04-02,ASPDLR000545,Builder project,won,2046893.54,Berger,price high
ASPLEAD0001038,2024-11-17,ASPDLR000310,Builder project,site visit,37793.45,unknown,contractor controls decision
ASPLEAD0001039,2025-01-15,ASPDLR000654,Builder project,won,1821515.18,Berger,price high
ASPLEAD0001040,10/06/2024,ASPDLR000493,Commercial,won,1274273.29,Berger,dealer asked extra margin
ASPLEAD0001041,2024-06-16,ASPDLR000998,Apartment repaint,stalled,1175397.13,unknown,contractor controls decision
ASPLEAD0001042,28-Jul-25,ASPDLR000339,Villa,new,1088452.31,JSW,payment risk
ASPLEAD0001043,2025-11-09,ASPDLR000722,Apartment repaint,won,1014563.29,JSW,payment risk
ASPLEAD0001044,2025-12-02,ASPDLR000227,Villa,stalled,2020235.11,Berger,contractor controls decision
ASPLEAD0001045,2025-03-12,ASPDLR000768,Commercial,stalled,815304.40,None,contractor controls decision
ASPLEAD0001046,11/12/2025,ASPDLR000788,Beautiful Homes,quoted,2591779.18,None,price high
ASPLEAD0001047,2024-11-29,ASPDLR000380,Apartment repaint,won,2209627.97,None,payment risk
ASPLEAD0001048,2024-07-23,ASPDLR000824,Beautiful Homes,stalled,2744966.49,None,
ASPLEAD0001049,13-Jun-25,ASPDLR000888,Villa,lost,475711.34,Nerolac,
ASPLEAD0001050,2025-08-11,ASPDLR000858,Apartment repaint,site visit,1463193.99,None,payment risk
ASPLEAD0001051,2025-12-12,ASPDLR000753,Apartment repaint,new,2505001.12,Nerolac,price high
ASPLEAD0001052,2024-08-03,ASPDLR000673,Apartment repaint,new,1050526.51,JSW,dealer asked extra margin
ASPLEAD0001053,04/10/2024,ASPDLR000043,Beautiful Homes,new,334099.87,Indigo,
ASPLEAD0001054,2026-01-18,ASPDLR000227,Commercial,stalled,699194.28,JSW,price high
ASPLEAD0001055,2026-03-14,ASPDLR000168,Beautiful Homes,site visit,1557151.66,Indigo,price high
ASPLEAD0001056,2025-09-22,ASPDLR000261,Villa,lost,2986511.18,Nerolac,contractor controls decision
ASPLEAD0001057,2024-05-19,ASPDLR000990,Waterproofing,lost,1205234.43,None,payment risk
ASPLEAD0001058,2025-11-06,ASPDLR000580,Waterproofing,quoted,618501.51,JSW,price high
ASPLEAD0001059,2024-08-20,ASPDLR000731,Beautiful Homes,site visit,2115112.55,unknown,contractor controls decision
ASPLEAD0001060,2025-07-03,ASPDLR000312,Beautiful Homes,site visit,136186.81,JSW,
ASPLEAD0001061,2025-02-08,ASPDLR000911,Waterproofing,site visit,417720.96,Nerolac,
ASPLEAD0001062,2024-06-21,ASPDLR000255,Commercial,won,1104883.36,Indigo,payment risk
ASPLEAD0001063,2025-01-16,ASPDLR000210,Commercial,lost,443240.76,unknown,payment risk
ASPLEAD0001064,2024-04-01,ASPDLR000924,Villa,quoted,694060.88,JSW,dealer asked extra margin
ASPLEAD0001065,2024-07-23,ASPDLR000723,Villa,stalled,507164.96,unknown,dealer asked extra margin
ASPLEAD0001066,2025-05-20,ASPDLR000296,Apartment repaint,stalled,1946420.99,Local,contractor controls decision
ASPLEAD0001067,2024-04-14,ASPDLR000898,Beautiful Homes,new,533453.34,None,
ASPLEAD0001068,2024-06-26,ASPDLR000059,Beautiful Homes,stalled,1750522.94,Local,price high
ASPLEAD0001069,01/28/2025,ASPDLR000592,Commercial,stalled,809334.98,None,dealer asked extra margin
ASPLEAD0001070,2025-06-24,ASPDLR000488,Commercial,stalled,2274630.43,None,dealer asked extra margin
ASPLEAD0001071,2025-06-12,ASPDLR000610,Beautiful Homes,site visit,2473750.54,None,dealer asked extra margin
ASPLEAD0001072,2025-10-15,ASPDLR000238,Villa,quoted,872344.90,JSW,payment risk
ASPLEAD0001073,2025-08-26,ASPDLR000652,Builder project,won,1419433.90,Nerolac,price high
ASPLEAD0001074,25/03/2025,ASPDLR000509,Villa,site visit,532473.04,Nerolac,payment risk
ASPLEAD0001075,2024-05-16,ASPDLR000526,Apartment repaint,lost,2550934.49,Berger,
ASPLEAD0001076,2024-12-15,ASPDLR000642,Builder project,stalled,1465908.59,Local,dealer asked extra margin
ASPLEAD0001077,06/12/2025,ASPDLR000097,Beautiful Homes,stalled,2761005.48,Nerolac,payment risk
ASPLEAD0001078,2025-11-27,ASPDLR000994,Beautiful Homes,new,1249057.00,None,
ASPLEAD0001079,2024-11-25,ASPDLR000589,Beautiful Homes,site visit,994382.45,Berger,
ASPLEAD0001080,2025-11-30,ASPDLR000869,Beautiful Homes,won,2577051.86,JSW,contractor controls decision
ASPLEAD0001081,23/09/2025,ASPDLR000074,Apartment repaint,new,1327753.85,JSW,price high
ASPLEAD0001082,2025-10-11,ASPDLR000380,Apartment repaint,site visit,2747972.80,Indigo,price high
ASPLEAD0001083,2024-05-29,ASPDLR000974,Builder project,won,2851085.04,Indigo,contractor controls decision
ASPLEAD0001084,2025-12-10,ASPDLR000579,Waterproofing,lost,1022369.70,Local,contractor controls decision
ASPLEAD0001085,2024-06-19,ASPDLR000734,Builder project,lost,1577226.95,None,dealer asked extra margin
ASPLEAD0001086,2025-07-11,ASPDLR000356,Commercial,site visit,1792032.32,Local,payment risk
ASPLEAD0001087,2026-03-30,ASPDLR000838,Beautiful Homes,lost,847780.44,JSW,dealer asked extra margin
ASPLEAD0001088,2024-10-27,ASPDLR000516,Apartment repaint,won,1721815.97,Local,dealer asked extra margin
ASPLEAD0001089,2025-05-11,ASPDLR000884,Villa,stalled,630838.37,None,price high
ASPLEAD0001090,2025-01-08,ASPDLR000521,Waterproofing,quoted,1771208.67,Local,payment risk
ASPLEAD0001091,2026-02-23,ASPDLR000571,Apartment repaint,site visit,1653670.42,Local,dealer asked extra margin
ASPLEAD0001092,2024-09-27,ASPDLR000898,Commercial,quoted,2578024.21,unknown,contractor controls decision
ASPLEAD0001093,2026-03-18,ASPDLR000902,Waterproofing,site visit,2569014.86,None,
ASPLEAD0001094,2026-02-16,ASPDLR000405,Commercial,new,1834293.11,Berger,
ASPLEAD0001095,2024-12-03,ASPDLR000289,Commercial,won,1319091.79,Nerolac,dealer asked extra margin
ASPLEAD0001096,2026-01-28,ASPDLR000608,Waterproofing,won,1609242.09,unknown,price high
ASPLEAD0001097,2025-12-13,ASPDLR000323,Commercial,stalled,2429150.64,Berger,contractor controls decision
ASPLEAD0001098,2025-02-22,ASPDLR000141,Beautiful Homes,lost,1065238.98,None,price high
ASPLEAD0001099,2025-01-18,ASPDLR000245,Waterproofing,quoted,319179.16,Indigo,
ASPLEAD0001100,2024-11-15,ASPDLR000710,Waterproofing,lost,1322277.21,Berger,
ASPLEAD0001101,17/01/2025,ASPDLR000045,Commercial,new,577558.71,JSW,price high
ASPLEAD0001102,2026-02-08,ASPDLR000870,Commercial,lost,495198.67,JSW,payment risk
ASPLEAD0001103,2025-07-13,ASPDLR000129,Villa,site visit,1280531.98,unknown,dealer asked extra margin
ASPLEAD0001104,2024-04-13,ASPDLR000891,Apartment repaint,site visit,2692492.95,None,price high
ASPLEAD0001105,2026-02-25,ASPDLR000707,Villa,stalled,134993.35,JSW,dealer asked extra margin
ASPLEAD0001106,2024-04-28,ASPDLR000322,Builder project,lost,1789531.82,Local,price high
ASPLEAD0001107,2024-10-08,ASPDLR000784,Commercial,lost,2782698.72,Nerolac,
ASPLEAD0001108,12/02/2024,ASPDLR000210,Apartment repaint,stalled,112080.72,Nerolac,payment risk
ASPLEAD0001109,06/06/2024,ASPDLR000043,Villa,won,59189.45,Berger,
ASPLEAD0001110,2026-02-14,ASPDLR000053,Waterproofing,new,2718213.44,Nerolac,contractor controls decision
ASPLEAD0001111,2024-12-01,ASPDLR000482,Builder project,quoted,2080189.34,unknown,
ASPLEAD0001112,2024-09-01,ASPDLR000354,Builder project,lost,2905118.50,Nerolac,
ASPLEAD0001113,2025-06-11,ASPDLR000758,Waterproofing,new,441390.49,unknown,contractor controls decision
ASPLEAD0001114,2025-11-09,ASPDLR000987,Beautiful Homes,won,1572128.77,JSW,dealer asked extra margin
ASPLEAD0001115,01-Dec-24,ASPDLR000315,Beautiful Homes,won,2036420.00,None,contractor controls decision
ASPLEAD0001116,2024-04-30,ASPDLR000390,Beautiful Homes,stalled,2109031.21,unknown,payment risk
ASPLEAD0001117,2025-04-14,ASPDLR000401,Beautiful Homes,lost,1543402.32,Berger,contractor controls decision
ASPLEAD0001118,2025-02-26,ASPDLR000640,Commercial,lost,2860814.55,JSW,dealer asked extra margin
ASPLEAD0001119,2025-11-13,ASPDLR000759,Apartment repaint,quoted,2660434.89,Berger,price high
ASPLEAD0001120,2024-11-27,ASPDLR000680,Apartment repaint,quoted,2401447.99,unknown,payment risk
ASPLEAD0001121,2026-03-03,ASPDLR000638,Beautiful Homes,site visit,2820127.07,JSW,contractor controls decision
ASPLEAD0001122,2025-02-14,ASPDLR000720,Builder project,won,2341506.18,JSW,dealer asked extra margin
ASPLEAD0001123,07/08/2024,ASPDLR000539,Villa,lost,359608.89,Local,contractor controls decision
ASPLEAD0001124,31/05/2024,ASPDLR000239,Builder project,lost,770581.03,unknown,contractor controls decision
ASPLEAD0001125,2025-12-30,ASPDLR000022,Waterproofing,new,1076008.96,Indigo,
ASPLEAD0001126,2026-03-01,ASPDLR000031,Builder project,lost,624012.04,Berger,dealer asked extra margin
ASPLEAD0001127,21/01/2025,ASPDLR000073,Commercial,won,2177374.21,Local,payment risk
ASPLEAD0001128,2024-05-07,ASPDLR000003,Apartment repaint,quoted,572652.13,Local,price high
ASPLEAD0001129,03/29/2025,ASPDLR000029,Builder project,quoted,126557.22,Local,contractor controls decision
ASPLEAD0001130,19/03/2026,ASPDLR000218,Apartment repaint,quoted,784453.30,Nerolac,
ASPLEAD0001131,2025-12-13,ASPDLR000886,Villa,new,1841285.03,Indigo,
ASPLEAD0001132,2026-01-14,ASPDLR000395,Commercial,new,2198345.08,Local,contractor controls decision
ASPLEAD0001133,10/10/2025,ASPDLR000524,Builder project,site visit,1624241.45,Indigo,contractor controls decision
ASPLEAD0001134,12/15/2024,ASPDLR000312,Beautiful Homes,quoted,972087.46,Berger,price high
ASPLEAD0001135,06/15/2024,ASPDLR000128,Commercial,lost,1599789.75,Nerolac,payment risk
ASPLEAD0001136,2026-02-25,ASPDLR000654,Villa,new,2959784.46,Indigo,dealer asked extra margin
ASPLEAD0001137,2025-04-15,ASPDLR000380,Villa,stalled,2306968.06,JSW,
ASPLEAD0001138,10/05/2024,ASPDLR000813,Builder project,site visit,1392634.54,unknown,contractor controls decision
ASPLEAD0001139,2025-01-03,ASPDLR000043,Waterproofing,stalled,2423145.98,None,price high
ASPLEAD0001140,2024-10-01,ASPDLR000789,Builder project,won,2422091.39,Berger,price high
ASPLEAD0001141,2024-07-25,ASPDLR000872,Beautiful Homes,stalled,1749568.23,Nerolac,dealer asked extra margin
ASPLEAD0001142,2025-05-09,ASPDLR000759,Commercial,won,1832110.61,Nerolac,payment risk
ASPLEAD0001143,2025-08-20,ASPDLR000588,Beautiful Homes,new,1392372.70,unknown,dealer asked extra margin
ASPLEAD0001144,2024-10-18,ASPDLR000932,Apartment repaint,won,2294417.09,Nerolac,contractor controls decision
ASPLEAD0001145,2026-03-22,ASPDLR000662,Commercial,new,1928169.65,JSW,payment risk
ASPLEAD0001146,2025-12-06,ASPDLR000683,Waterproofing,site visit,1501743.66,unknown,dealer asked extra margin
ASPLEAD0001147,2024-11-07,ASPDLR000525,Builder project,lost,449536.45,Local,price high
ASPLEAD0001148,2024-06-17,ASPDLR000466,Waterproofing,won,2138053.77,unknown,price high
ASPLEAD0001149,2025-06-08,ASPDLR000036,Apartment repaint,stalled,707167.15,unknown,dealer asked extra margin
ASPLEAD0001150,2026-01-09,ASPDLR000838,Villa,stalled,1580663.81,Nerolac,
ASPLEAD0001151,12/01/2025,ASPDLR000206,Villa,new,2143052.25,JSW,
ASPLEAD0001152,2025-02-14,ASPDLR000532,Waterproofing,site visit,2782717.40,Nerolac,
ASPLEAD0001153,27/02/2026,ASPDLR000942,Waterproofing,stalled,2251012.54,Local,payment risk
ASPLEAD0001154,2026-03-20,ASPDLR000037,Waterproofing,new,309153.06,JSW,
ASPLEAD0001155,2024-10-13,ASPDLR000960,Commercial,won,2387149.92,Berger,
ASPLEAD0001156,2025-01-10,ASPDLR000943,Waterproofing,stalled,2651073.71,unknown,payment risk
ASPLEAD0001157,2025-03-03,ASPDLR000478,Waterproofing,stalled,815589.34,Nerolac,contractor controls decision
ASPLEAD0001158,12/14/2024,ASPDLR000705,Apartment repaint,stalled,931588.43,Local,payment risk
ASPLEAD0001159,2024-07-19,ASPDLR000810,Apartment repaint,new,2105038.47,Berger,dealer asked extra margin
ASPLEAD0001160,2024-10-21,ASPDLR000882,Beautiful Homes,won,1794643.57,Indigo,
ASPLEAD0001161,2026-01-14,ASPDLR000566,Waterproofing,new,1855503.44,Nerolac,
ASPLEAD0001162,01/28/2026,ASPDLR000684,Builder project,new,1189998.69,Berger,contractor controls decision
ASPLEAD0001163,2024-08-02,ASPDLR000927,Waterproofing,quoted,763835.21,None,dealer asked extra margin
ASPLEAD0001164,2025-07-28,ASPDLR000436,Commercial,new,2522197.53,JSW,price high
ASPLEAD0001165,2025-05-04,ASPDLR000171,Builder project,stalled,650481.71,Indigo,payment risk
ASPLEAD0001166,2024-12-13,ASPDLR000160,Villa,won,516164.97,Indigo,price high
ASPLEAD0001167,2025-05-26,ASPDLR000647,Waterproofing,won,2810638.39,None,dealer asked extra margin
ASPLEAD0001168,09/06/2024,ASPDLR000208,Villa,site visit,2577772.08,Indigo,dealer asked extra margin
ASPLEAD0001169,2025-10-10,ASPDLR000662,Villa,new,1119568.23,Nerolac,
ASPLEAD0001170,2024-12-18,ASPDLR000121,Villa,new,811302.04,Berger,price high
ASPLEAD0001171,2026-02-21,ASPDLR000768,Commercial,site visit,415399.44,Local,
ASPLEAD0001172,2025-08-05,ASPDLR000446,Waterproofing,new,1208629.36,JSW,price high
ASPLEAD0001173,2024-05-28,ASPDLR000109,Builder project,won,725428.27,JSW,price high
ASPLEAD0001174,2024-09-21,ASPDLR000621,Builder project,site visit,1416605.83,JSW,price high
ASPLEAD0001175,2024-09-13,ASPDLR000824,Apartment repaint,quoted,2050914.21,JSW,price high
ASPLEAD0001176,2026-02-09,ASPDLR000872,Apartment repaint,stalled,1799402.49,Local,price high
ASPLEAD0001177,2025-11-01,ASPDLR000617,Builder project,lost,1230247.86,Nerolac,
ASPLEAD0001178,2025-07-13,ASPDLR000917,Beautiful Homes,lost,1200145.51,JSW,
ASPLEAD0001179,2025-09-22,ASPDLR000678,Apartment repaint,quoted,2304185.13,JSW,price high
ASPLEAD0001180,2025-09-16,ASPDLR000673,Builder project,won,1237350.53,unknown,
ASPLEAD0001181,11-Feb-25,ASPDLR000263,Builder project,lost,87132.34,Indigo,
ASPLEAD0001182,2025-11-24,ASPDLR000123,Commercial,won,684227.79,Berger,dealer asked extra margin
ASPLEAD0001183,2024-07-03,ASPDLR000509,Builder project,new,1478234.98,Nerolac,dealer asked extra margin
ASPLEAD0001184,2025-04-19,ASPDLR000003,Waterproofing,stalled,952602.75,unknown,price high
ASPLEAD0001185,2025-04-23,ASPDLR000901,Beautiful Homes,quoted,1500539.49,unknown,dealer asked extra margin
ASPLEAD0001186,2024-07-24,ASPDLR000243,Builder project,stalled,1636835.16,JSW,contractor controls decision
ASPLEAD0001187,16-Sep-25,ASPDLR000098,Beautiful Homes,lost,970357.97,None,price high
ASPLEAD0001188,09/30/2025,ASPDLR000550,Beautiful Homes,site visit,745554.48,None,payment risk
ASPLEAD0001189,2025-08-20,ASPDLR000009,Builder project,lost,1774310.18,Berger,contractor controls decision
ASPLEAD0001190,2024-08-26,ASPDLR000517,Villa,stalled,2948547.14,JSW,contractor controls decision
ASPLEAD0001191,2025-01-02,ASPDLR000605,Builder project,won,322650.21,JSW,
ASPLEAD0001192,28-Mar-26,ASPDLR000918,Villa,stalled,1977791.70,JSW,price high
ASPLEAD0001193,2026-02-16,ASPDLR000120,Villa,new,1974923.37,JSW,contractor controls decision
ASPLEAD0001194,08/03/2025,ASPDLR000077,Waterproofing,quoted,1422739.31,Nerolac,price high
ASPLEAD0001195,2024-10-10,ASPDLR000129,Waterproofing,won,687198.50,JSW,contractor controls decision
ASPLEAD0001196,2025-12-30,ASPDLR000520,Waterproofing,stalled,2476836.55,Indigo,contractor controls decision
ASPLEAD0001197,04/05/2024,ASPDLR000292,Apartment repaint,lost,1743973.16,Local,contractor controls decision
ASPLEAD0001198,2024-08-27,ASPDLR000004,Beautiful Homes,site visit,918645.97,None,payment risk
ASPLEAD0001199,06/20/2025,ASPDLR001000,Villa,lost,1520048.96,Nerolac,
ASPLEAD0001200,2024-04-19,ASPDLR000514,Waterproofing,won,574436.18,JSW,dealer asked extra margin
ASPLEAD0001201,2025-06-17,ASPDLR000432,Waterproofing,lost,46848.90,Berger,price high
ASPLEAD0001202,23/09/2024,ASPDLR000562,Beautiful Homes,stalled,2667491.63,Indigo,price high
ASPLEAD0001203,2025-12-30,ASPDLR000698,Villa,site visit,2039235.40,Indigo,dealer asked extra margin
ASPLEAD0001204,2025-07-23,ASPDLR000242,Waterproofing,won,983482.62,Berger,price high
ASPLEAD0001205,06/02/2024,ASPDLR000601,Apartment repaint,stalled,942795.87,Berger,payment risk
ASPLEAD0001206,2024-12-30,ASPDLR000982,Apartment repaint,quoted,1666960.05,Indigo,dealer asked extra margin
ASPLEAD0001207,2025-01-20,ASPDLR000156,Commercial,stalled,1355664.37,Berger,price high
ASPLEAD0001208,2024-09-20,ASPDLR000117,Beautiful Homes,site visit,1120886.93,Indigo,price high
ASPLEAD0001209,12/06/2025,ASPDLR000269,Villa,quoted,524832.83,Indigo,dealer asked extra margin
ASPLEAD0001210,2024-10-30,ASPDLR000124,Waterproofing,quoted,1943281.89,Nerolac,contractor controls decision
ASPLEAD0001211,2024-09-10,ASPDLR000711,Villa,quoted,1535316.39,Indigo,payment risk
ASPLEAD0001212,09/03/2024,ASPDLR000403,Waterproofing,stalled,1437818.47,None,dealer asked extra margin
